PRT_ID,AREA,SQFT,BEDROOM,BATHROOM,NO_OF_ROOM,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE,PARKING
P02269,Chrompet,885,1,1,3,No,Commercial,NoSeWa,Paved,RH,4.5,2.9,2.5,3.26,272376,131144,10088000,0
P04711,Anna Nagar,1983,2,1,5,Yes,Commercial,NoSewr ,No Access,RM,2.8,4.2,3.4,3.39,720625,360312,22519520,1
P08265,Anna Nagar,1522,1,1,4,Yes,Others,AllPub,Paved,RM,3.1,3.1,5,3.86,503682,209867,13991160,1
P08184,Anna Nagar,1970,2,1,5,Yes,Others,NoSeWa,No Access,RM,3.9,3.4,4.8,4.135,376087,210609,15043490,1
P09890,Velachery,1572,2,1,4,No,Commercial,NoSewr ,No Access,RM,4.6,5,3.3,4.39,504218,177158,13627500,0
P06351,Anna Nagar,1507,1,1,4,Yes,Commercial,NoSewr ,Gravel,RH,4.7,2.6,2.7,3.375,682215,258136,18438250,1
P07635,KK Nagar,1330,1,1,3,No,Commercial,NoSewr ,Paved,RL,4.9,2.9,4.1,3.98,486594,201758,11868140,0
P07910,KK Nagar,1373,2,1,4,Yes,House,AllPub,Paved,RL,4.7,2.6,3.5,3.59,400797,78204,9775540,1
P08569,Adyar,1118,1,1,3,Yes,House,ELO,Paved,I,2,4.4,2.3,2.63,273251,82803,8280325,1
P08677,Anna Nagar,1591,1,1,4,No,House,AllPub,Paved,RM,3.8,3,4.4,3.84,415918,59417,11883360,0
P02192,KK Nagar,1404,2,1,4,No,House,NoSewr ,Paved,RL,3.3,3.2,2.4,2.91,289390,195764,8511480,0
P06694,Anna Nagar,1867,2,1,5,No,Commercial,AllPub,No Access,RM,3.9,4.4,2.5,3.465,612608,102101,20420270,0
P08191,KK Nagar,2479,4,2,6,No,Others,NoSeWa,Paved,RM,4.4,2,2.3,2.84,508551,117358,13039760,0
P03622,KK Nagar,1768,2,1,4,Yes,Commercial,NoSeWa,Paved,RH,3.2,5,3.4,3.82,655803,320615,14573400,1
P08430,Velachery,1650,2,1,4,Yes,Others,ELO,Paved,C,4.4,4.3,4.7,4.45,352041,190292,9514610,1
P06862,Adyar,1035,1,1,3,No,House,NoSewr ,Paved,RL,3.9,4,4.3,4.12,299699,99900,9081775,0
P05459,Chrompet,936,1,1,3,Yes,House,ELO,Gravel,RM,2.1,3.5,3.9,3.2,297369,109035,9912300,1
P01488,Adyar,918,1,1,3,Yes,Others,NoSewr ,Paved,A,2.1,3.3,2.6,2.59,254199,7061,7061080,1
P07141,Chrompet,785,1,1,2,Yes,Others,NoSewr ,Gravel,RH,2.3,4.3,2.6,3.19,237586,144248,8485200,1
P00445,Chrompet,923,1,1,3,Yes,Commercial,AllPub,Gravel,RM,4.7,2.2,3.4,3.31,422834,150038,13639800,1
P03219,Anna Nagar,1592,1,1,4,Yes,Commercial,NoSewr ,Paved,RL,5,2.3,4.2,4.005,490180,113118,18853070,1
P02458,KK Nagar,1350,2,1,4,Yes,Commercial,NoSeWa,Paved,RM,4,3.5,4.3,3.97,472863,135104,13510380,1
P09371,Chrompet,1245,2,1,4,Yes,Commercial,ELO,No Access,RL,4.2,3.1,2.4,3.22,355260,136639,13663850,1
P03178,Karapakkam,1563,2,2,4,No,House,NoSewr ,Paved,C,3.6,3,3.7,3.46,210537,80499,6192250,0
P00552,Chrompet,725,1,1,2,No,House,NoSewr ,No Access,RM,2.2,4.1,2,2.9,184444,120598,7094000,0
P07967,KK Nagar,2442,4,2,6,No,Others,NoSeWa,Gravel,RH,3.8,5,3,3.84,390242,201415,12588460,0
P04123,Chrompet,1110,1,1,3,Yes,Others,AllPub,Gravel,RL,2.6,3.4,3.2,3.1,344170,75287,10755300,1
P05280,Karapakkam,559,1,1,2,Yes,House,NoSeWa,No Access,RL,2,3.2,2.3,2.48,237534,64782,5398500,1
P07714,Anna Nagar,1708,1,1,4,Yes,Commercial,AllPub,Gravel,RM,4.2,4.4,3.8,4.09,535162,214065,21406480,1
P04715,Karapakkam,829,1,1,2,Yes,Commercial,NoSewr ,Gravel,C,4.3,3.3,3,3.48,410544,179613,8553000,1
P08682,Anna Nagar,1744,1,1,4,No,Commercial,ELO,Paved,RH,2.2,3.5,2.9,2.805,688400,144926,18115790,0
P01083,T Nagar,1649,1,1,4,Yes,Others,NoSeWa,No Access,RH,4.9,5,5,4.97,397976,174115,12436750,1
P07275,KK Nagar,1323,1,1,3,No,Commercial,AllPub,Paved,RL,4.7,4.2,4.8,4.59,381281,297876,11915040,0
P09864,Velachery,1864,3,2,5,No,House,ELO,Gravel,RM,2.6,2.7,2,2.47,406564,180695,11293450,0
P07600,Velachery,1514,2,1,4,Yes,Others,NoSeWa,Paved,RL,4.8,2.9,3.3,3.5,385017,192508,10694910,1
P00749,Anna Nagar,1669,1,1,4,No,House,AllPub,Gravel,RL,4.9,2.6,3,3.565,351595,104176,13022050,0
P00007,Anna Nagar,1993,2,1,5,Yes,Others,NoSewr ,Gravel,RH,2.5,3.1,3.6,3.09,410238,142005,15778370,1
P04610,Karapakkam,1459,2,2,4,Yes,Others,NoSeWa,No Access,RM,4.6,3.9,3.7,4.03,406818,113531,9460875,1
P07004,KK Nagar,2136,3,2,5,Yes,Others,NoSewr ,Paved,RM,2.3,3.8,4.8,3.75,401983,129672,12967200,1
P06159,Karapakkam,1165,1,1,3,Yes,Others,ELO,Gravel,C,3.5,4.1,3.2,3.56,317420,128480,7557625,1
P08568,Adyar,1132,1,1,3,Yes,House,NoSeWa,No Access,I,4.2,3.8,3.7,3.87,298383,47113,7852185,1
P03837,Karapakkam,813,1,1,2,No,House,NoSewr ,Gravel,A,4.9,4.4,3,3.99,172118,96554,4198000,0
P01997,Chrompet,815,1,1,3,Yes,Commercial,NoSewr ,Gravel,RH,2.7,3.3,4,3.33,299473,103664,11518200,1
P00073,Chrompet,1277,2,1,4,No,Commercial,ELO,Paved,RM,4.7,3.5,2,3.41,432216,72036,14407200,0
P08339,Chrompet,1028,1,1,3,No,Commercial,NoSewr ,Paved,RH,4.7,2.8,2,3.13,324975,145679,11206050,0
P06735,Anna Nagar,1572,1,1,4,No,Others,ELO,No Access,RM,4.7,3.4,4.8,4.415,402827,219724,12206870,0
P08493,Velachery,1507,2,1,4,No,House,AllPub,Gravel,I,3.1,4.3,3.4,3.73,273256,101495,7807300,0
P09514,Chrompet,1002,1,1,3,Yes,Others,NoSeWa,No Access,RM,4.3,4.6,4.4,4.45,327615,168772,9927740,1
P06476,Adyar,1023,1,1,3,No,Commercial,NoSeWa,Paved,C,4.1,4.9,5,4.71,367619,75686,10812320,0
P09870,Velachery,1506,2,1,4,Yes,House,NoSeWa,Gravel,C,3.7,3.4,2,3.06,235863,125794,7862110,1
P04566,KK Nagar,1348,2,1,4,No,House,NoSewr ,Paved,RH,2.5,2.4,2.9,2.63,346920,78845,7884540,0
P00529,Chrompet,1125,1,1,3,No,Commercial,ELO,No Access,RM,2.1,3.2,2.1,2.54,403680,78132,13021950,0
P08322,Chrompet,1066,1,1,3,No,Others,NoSeWa,Gravel,RM,2.9,3.1,2.5,2.86,327948,153726,10248370,0
P09703,Velachery,1797,2,1,4,Yes,Commercial,ELO,Paved,RL,3.3,4.1,4.3,3.96,653961,326980,16349020,1
P02348,KK Nagar,1459,2,1,4,No,House,NoSeWa,Paved,RL,4.4,2.7,3,3.33,299830,166572,8328620,0
P05567,Karapakkam,604,1,1,2,Yes,Comercial,NoSewr ,Gravel,C,2.3,2.3,4.5,3.18,201407,90958,6497000,1
P04182,Velachery,1808,3,2,5,No,Commercial,NoSewr ,No Access,RL,4.3,3.1,3.5,3.52,542034,138983,13898300,0
P00958,Chrompet,732,1,1,2,Yes,Commercial,ELO,No Access,RM,3.5,4.9,2.5,3.76,347126,184411,10847700,1
P04984,Chrompet,1205,2,1,4,No,Others,NoSeWa,Gravel,RL,4.8,3.4,3.3,3.79,333298,145818,10415550,0
P05121,Karapakkam,712,1,1,2,No,Commercial,NoSewr ,Gravel,RH,3.2,3.1,2,2.69,258291,147595,7379750,0
P00112,T Nagar,1710,1,1,4,No,Others,NoSewr ,Gravel,RL,2.6,4.6,3.2,3.37,373656,83035,13839120,0
P00384,Chrompet,1154,1,1,3,No,House,NoSeWa,Paved,RH,2.3,2.2,3.4,2.59,232026,69608,7734200,0
P02693,Anna Nagar,1783,1,1,4,Yes,House,ELO,No Access,RH,2.3,3.2,4.6,3.445,436176,230204,12116010,1
P03684,Karapakkam,1221,1,1,3,Yes,Others,NoSeWa,No Access,RL,2.5,3,4.3,3.37,255483,197793,8241375,1
P04729,Karapakkam,752,1,1,2,Yes,Commercial,AllPub,Paved,RM,4.1,3.3,2.9,3.38,307513,72356,9044500,1
P06638,Velachery,1906,3,2,5,No,Others,NoSewr ,Gravel,C,4.1,2.3,4.2,3.32,280487,117624,9047980,0
P01634,Karapakkam,1119,1,1,3,Yes,Others,NoSewr ,Gravel,A,3.1,2.2,2.7,2.67,320785,111293,6546625,1
P00635,Chrompet,865,1,1,3,No,Commercial,AllPub,Gravel,RH,2.8,3.7,4.1,3.55,357951,130164,10847000,0
P01504,Chrompet,1224,2,1,4,No,House,AllPub,Gravel,RH,3.3,2.4,4.3,3.24,246380,96792,8799300,0
P01402,T Nagar,1520,1,1,4,Yes,Commercial,ELO,Paved,RH,3.8,4.1,4.8,4.325,680262,244197,17442610,1
P05621,Karapakkam,1070,1,1,3,Yes,House,AllPub,No Access,C,3,3.8,2.5,3.04,199596,74136,5702750,1
P00848,Anna Nagar,1719,1,1,4,No,Others,AllPub,Gravel,RL,3.1,4.2,4.8,4.055,411427,164571,13714220,0
P00824,Chrompet,752,1,1,2,No,Others,NoSeWa,Paved,RM,4.1,4.4,2,3.59,246248,23086,7695240,0
P05239,Karapakkam,1624,2,2,4,No,Others,NoSewr ,Gravel,I,2.2,4.4,2.1,2.82,374520,78025,7802500,0
P09593,Velachery,1590,2,1,4,No,Others,ELO,Gravel,RM,4.6,3.9,4,4.11,412633,184599,10858770,0
P00441,Chrompet,779,1,1,2,Yes,House,NoSeWa,Gravel,RM,2.5,3.1,2.7,2.8,261267,36037,9009200,1
P04266,Velachery,1789,2,1,4,Yes,Others,NoSeWa,Gravel,RM,3.9,2.1,3.2,2.88,389499,251289,12564470,1
P01573,Adyar,926,1,1,3,Yes,House,NoSewr ,Gravel,I,4,4.4,3.8,3.98,282018,96944,8813065,1
P03171,Chrompet,998,1,1,3,No,House,NoSeWa,No Access,RH,3,2.9,2.8,2.9,173807,55867,6207400,0
P03927,Chrompet,887,1,1,3,No,Commercial,NoSeWa,Paved,RH,2.6,4,4.7,3.79,270704,156176,10411700,0
P08000,Chrompet,721,1,1,2,Yes,House,NoSeWa,No Access,RL,2.5,3.2,4,3.23,201475,50369,7195550,1
P09898,Velachery,1784,2,1,4,Yes,House,NoSeWa,Gravel,RH,4.5,2.9,3.1,3.36,403077,185197,10893960,1
P02534,Karapakkam,907,1,1,3,Yes,Commercial,NoSewr ,Paved,C,2.5,4.2,4.2,3.69,314803,146420,7321000,1
P07156,KK Nagar,1997,3,2,5,Yes,Others,AllPub,Paved,RM,4.9,4,2.4,3.63,488967,205881,12867540,1
P00598,Anna Nagar,1933,2,1,5,Yes,Commercial,ELO,Gravel,RH,4.7,2.2,4,3.795,741521,130857,21809430,1
P08565,Velachery,1953,3,2,5,Yes,Commercial,NoSewr ,Gravel,C,5,3.7,2.8,3.76,527849,247429,16495290,1
P02057,Chrompet,913,1,1,3,Yes,Commercial,NoSewr ,No Access,RM,4.7,2.3,3.4,3.35,393442,98360,12295050,1
P01538,Chrompet,1060,1,1,3,No,Commercial,NoSewr ,No Access,RH,3.2,3.6,3.2,3.36,346987,32530,10843350,0
P06690,KK Nagar,1601,2,1,4,Yes,Others,NoSewr ,Paved,RH,3.1,5,3.7,3.91,500480,220211,10009600,1
P00377,Anna Nagar,1703,1,1,4,Yes,Commercial,NoSeWa,Gravel,RM,4.9,4.6,4.3,4.585,689438,301629,21544930,1
P08800,T Nagar,1812,2,1,5,Yes,Others,NoSewr ,Paved,RL,4.8,4.1,4.3,4.4,497676,117100,14637520,1
P05666,Karapakkam,1145,1,1,3,Yes,Commercial,NoSewr ,No Access,I,4.6,4.6,2,3.56,453520,92555,9255500,1
P00050,T Nagar,1678,1,1,4,Yes,House,NoSewr ,No Access,RH,2.5,3.1,2.8,2.785,473939,59242,11848470,1
P01522,Chrompet,1262,2,1,4,Yes,Others,AllPub,Gravel,RM,4.6,2.2,2.6,3.04,314046,48315,12078690,1
P07371,Chrompet,1138,1,1,3,No,Commercial,AllPub,Gravel,RM,3.4,2.9,3.6,3.26,446859,72074,14414800,0
P07774,Anna Nagar,1943,2,1,5,Yes,Commercial,ELO,No Access,RM,2.1,4,3.4,3.095,628877,404278,22459910,1
P06225,Karapakkam,1277,1,1,3,No,Commercial,AllPub,Paved,RL,2,2.3,2.4,2.25,455273,84702,10587750,0
P07742,Anna Nagar,1639,1,1,4,Yes,House,ELO,No Access,RH,3.3,4.3,3.7,3.71,362663,203998,11333220,1
P01087,T Nagar,1580,1,1,4,No,Commercial,NoSeWa,Paved,RM,2.9,3.9,5,4.095,694318,154293,19286610,0
P01132,T Nagar,1900,2,1,5,Yes,Commercial,NoSeWa,Gravel,RL,4.9,2.9,3,3.545,887450,266235,22186250,1
P02775,Karapakkam,698,1,1,2,Yes,House,ELO,No Access,A,3.4,2.6,4.1,3.44,103928,42221,3247750,1
P08711,Chrompet,1033,1,1,3,No,House,NoSeWa,Gravel,RH,3.9,4,4.9,4.24,259560,48668,8111250,0
P01987,KK Nagar,1969,3,2,5,No,Commercial,NoSeWa,Gravel,RM,3.3,3.3,3.9,3.54,557356,320902,16889580,0
P09536,Anna Nagar,1847,2,1,5,Yes,Others,ELO,Paved,RM,2,3.8,4.7,3.53,614262,261061,15356550,1
P07668,Velachery,1563,2,1,4,No,House,ELO,No Access,C,3.7,2.7,4,3.34,243484,115655,6087100,0
P00149,Anna Nagar,1756,1,1,4,No,Others,NoSewr ,Gravel,RM,4.7,2.7,4.1,3.96,425381,170152,14179360,0
P03078,Anna Nagar,1698,1,1,4,No,Others,AllPub,Paved,RM,2.5,2.6,2.8,2.645,522633,110028,13753510,0
P04593,Anna Nagar,1689,1,1,4,No,Commercial,NoSewr ,No Access,RL,3.7,4.5,4.8,4.34,650601,167297,18588600,0
P08792,Anna Nagar,1680,1,1,4,No,Others,AllPub,Gravel,RL,3.7,3.9,3.4,3.63,387645,173772,13367060,0
P08411,Chrompet,1170,1,1,3,No,Others,NoSeWa,Gravel,RH,3,4.7,4,3.98,294909,107240,8936650,0
P06075,Karapakkam,1030,1,1,3,No,Others,ELO,Paved,I,4,3.4,2.1,3.06,210771,56548,5140750,0
P02529,Karapakkam,1338,2,2,4,No,Others,AllPub,No Access,I,4.3,2.8,4.2,3.81,325632,115328,6784000,0
P07435,Adyar,1217,2,2,4,No,Commercial,NoSewr ,Gravel,RL,3.2,4.1,2.1,2.83,596351,119270,14908785,0
P06141,KK Nagar,1984,3,2,5,Yes,Others,AllPub,Gravel,RM,2.8,4.3,3.3,3.45,600245,160065,13338780,1
P07221,KK Nagar,2322,4,2,6,No,Commercial,AllPub,Gravel,RH,4.7,2.8,2.2,3.13,640454,266856,17790400,0
P09203,Anna Nagar,1691,1,1,4,No,House,NoSewr ,Paved,RH,3.2,3.1,3.9,3.455,414937,59277,11855350,0
P00052,Anna Nagar,1689,1,1,4,Yes,Others,AllPub,Gravel,RM,2.3,3.9,2.6,2.82,389833,89961,14993570,1
P00517,Anna Nagar,1703,1,1,4,Yes,Others,ELO,No Access,RH,3.1,2.1,2.6,2.65,397321,223493,12416270,1
P09941,Velachery,1828,3,2,5,Yes,Others,ELO,No Access,A,4.8,2.7,4,3.62,298084,93684,8516690,1
P06202,Velachery,1545,2,1,4,No,Others,ELO,No Access,A,3.6,2.1,4,3.05,188318,78972,6074780,0
P03527,Karapakkam,1686,2,2,4,Yes,Commercial,AllPub,No Access,A,4.2,4,3.5,3.86,388815,168136,10508500,1
P05590,Chrompet,1136,1,1,3,No,Others,AllPub,No Access,RL,2.3,3.2,4.5,3.32,246465,123232,8802320,0
P02317,Velachery,1997,3,2,5,No,Others,AllPub,Paved,A,3.7,2.5,2.1,2.68,327267,142655,8391470,0
P03465,Adyar,878,1,1,3,No,Others,ELO,No Access,RM,2.2,3,2.8,2.66,291605,51460,8576620,0
P07869,Chrompet,1057,1,1,3,Yes,Commercial,NoSewr ,Gravel,RL,4.9,4.1,4.6,4.49,341480,177570,13659200,1
P06191,Karapakkam,521,1,1,2,No,Others,ELO,No Access,A,4.1,4.2,2.7,3.57,71177,25883,2156875,0
P06424,Karapakkam,1457,2,2,4,Yes,House,NoSeWa,Paved,RH,4.4,3.5,3.4,3.73,248272,186204,7758500,1
P08720,Adyar,1021,1,1,3,Yes,Commercial,ELO,Paved,RM,4.3,4.8,3.8,4.15,456993,128529,14281030,1
P09751,Velachery,1519,2,1,4,Yes,Commercial,NoSewr ,Paved,RH,2.7,2.6,2.3,2.54,456776,104406,13050750,1
P04809,Adyar,724,1,1,2,Yes,Others,NoSeWa,Paved,A,2.2,2,2.5,2.31,200785,81569,6274535,1
P04198,KK Nagar,2004,3,2,5,Yes,Commercial,NoSewr ,Paved,RM,4.7,3.8,4.1,4.19,521968,156590,17398940,1
P01484,Chrompet,734,1,1,2,No,Others,AllPub,No Access,RL,2.4,2.4,4.7,3.09,194195,32366,6473180,0
P02114,T Nagar,1770,1,1,4,Yes,House,ELO,Paved,RM,3.2,2.8,4.3,3.595,360820,138777,13877710,1
P01861,Chrompet,814,1,1,3,No,House,NoSewr ,Paved,RM,3.2,4.5,3.1,3.69,211424,105712,8131700,0
P01616,KK Nagar,1486,2,1,4,Yes,Commercial,AllPub,Gravel,RL,2.5,3.4,4.5,3.57,518331,359952,14398080,1
P08588,Chrompet,1215,2,1,4,No,House,NoSeWa,Paved,RL,2.8,4.1,4.5,3.83,279216,130301,9307200,0
P03987,Adyar,973,1,1,3,No,Commercial,ELO,No Access,RH,4.3,2.8,4.7,4.2,393869,109408,10940805,0
P06652,Chrompet,869,1,1,3,Yes,Others,AllPub,Paved,RL,3.2,4.7,4.4,4.16,271854,56246,9374280,1
P04760,Karapakkam,640,1,1,2,Yes,Others,ELO,Gravel,C,3.5,2.1,3.1,2.92,233940,107223,4873750,1
P08964,Chrompet,969,1,1,3,No,Commercial,NoSewr ,Gravel,RL,4.4,2,2.8,2.96,372378,111713,12412600,0
P06037,KK Nagar,1609,2,1,4,No,House,NoSeWa,Paved,RL,2.2,4.6,4.8,3.96,362914,207379,8640800,0
P03710,KK Nagar,1689,2,1,4,Yes,House,AllPub,Paved,RM,4.8,3.7,4.8,4.47,380206,234833,11182520,1
P08088,KK Nagar,1917,3,2,5,No,Others,NoSewr ,Gravel,RM,3.6,4.9,2.3,3.47,545003,284350,11847900,0
P00951,Chrompt,1178,1,1,3,Yes,Others,NoSewr ,Paved,RL,4.4,3.9,3.1,3.81,340847,42606,10651460,1
P05347,Velachery,1530,2,1,4,No,Commercial,AllPub,Paved,A,2.6,2.8,4.7,3.32,360319,141944,10918760,0
P09654,Velachery,1622,2,1,4,Yes,Others,NoSewr ,Gravel,I,4.8,4.5,3.6,4.31,387294,101920,10191950,1
P03625,Adyar,1013,1,1,3,Yes,Others,NoSeWa,Paved,RM,4.6,3.1,3.5,3.75,410912,86508,10813485,1
P09497,Chrompet,1244,2,1,4,Yes,Commercial,NoSewr ,No Access,RM,3.5,3.7,2.3,3.22,426409,249964,14703750,1
P02092,Velachery,1840,3,2,5,No,Others,NoSeWa,No Access,I,2.4,2.4,2.9,2.55,255539,98918,8243200,0
P06893,T Nagar,1930,2,1,5,No,House,ELO,No Access,RL,2.1,2.1,3.4,2.685,351818,58636,11727250,0
P06844,Velachery,1942,3,2,5,No,House,AllPub,No Access,I,4.3,3,4.6,3.81,267152,133576,8905050,0
P09874,Velachery,1722,2,1,4,Yes,Others,ELO,Gravel,RM,4.3,4.4,3.8,4.2,378092,171860,11457330,1
P09537,Adyar,1182,1,1,3,Yes,Commercial,NoSeWa,Paved,RM,4.6,2.7,2.9,3.37,507838,153890,15389035,1
P07101,Adyar,1246,2,2,4,Yes,Commercial,NoSeWa,Paved,I,2.4,3,4,3.32,460602,43181,14393810,1
P00196,Chrompet,925,1,1,3,Yes,House,NoSeWa,Paved,RL,3.5,2,4,3.05,270464,25356,8452000,1
P03825,Karapakkam,1434,2,2,4,No,House,AllPub,Paved,RH,2.7,2.4,4.6,3.37,253251,84417,7034750,0
P06460,Chrompet,1081,1,1,3,No,House,NoSeWa,Gravel,RM,2.6,4,2.1,3.01,268332,71555,8944400,0
P00443,Chrompet,794,1,1,2,Yes,Others,AllPub,No Access,RM,3.8,2.4,2.8,2.94,252982,61065,8723530,1
P01982,Adyar,685,1,1,2,No,Others,NoSeWa,Paved,I,2.9,3.6,2.7,2.94,206943,42606,6086550,0
P02367,KK Nagar,2025,3,2,5,No,Commercial,NoSewr ,Gravel,RM,4.6,3.7,2,3.29,688161,282323,17645160,0
P06650,Velachery,1581,2,1,4,Yes,Others,NoSewr ,Paved,A,3.9,5,3.7,4.34,314148,66136,8267060,1
P07676,KK Nagar,1731,2,1,4,No,House,NoSeWa,Gravel,RM,3,3,2.4,2.76,451275,102563,10256260,0
P06035,Karapakkam,1243,1,1,3,Yes,Commercial,NoSewr ,No Access,I,4,3.2,3.5,3.56,468587,219949,9563000,1
P08230,Chrompet,1184,1,1,3,Yes,House,AllPub,Gravel,RH,4.2,4.8,5,4.68,317773,59582,9930400,1
P09170,Velachery,1704,2,1,4,No,House,ELO,Paved,C,3.7,4.7,2.2,3.7,257781,156231,7811540,0
P08582,Adyar,961,1,1,3,Yes,Others,ELO,No Access,I,4.9,4.8,2.8,3.83,281211,85926,7811430,1
P03074,Karapakkam,610,1,1,2,No,Commercial,NoSewr ,No Access,I,2.1,3.7,3.3,3.06,191979,117321,5332750,0
P06727,Adyar,640,1,1,2,No,Commercial,AllPub,No Access,A,2.5,4.6,4.5,3.92,212712,51566,6445810,0
P04332,Karapakkam,1650,2,2,4,No,Commercial,ELO,Gravel,C,2.4,2.3,4.1,3.05,392488,207788,11543750,0
P05573,Adyar,734,1,1,2,No,Others,ELO,Gravel,A,4.9,4,4.2,4.37,199803,27750,5550090,0
P02644,Chrompet,717,1,1,2,Yes,Commercial,NoSewr ,No Access,RH,4.7,2.4,4.6,3.75,240168,115280,9606700,1
P06582,Karapakkam,1419,2,2,4,No,House,ELO,Paved,RM,2.7,4,4.5,3.81,322516,94395,7866250,0
P05700,KK Nagar,2055,3,2,5,Yes,House,NoSewr ,Paved,RL,4.8,3.6,2.8,3.64,348127,220480,11604220,1
P08924,Chrompet,1010,1,1,3,Yes,Others,AllPub,No Access,RL,2,2,2.8,2.24,272116,149225,8777950,1
P01254,Chrompet,1011,1,1,3,No,Commercial,NoSewr ,Paved,RH,3.8,2.6,2.5,2.93,281296,146274,11251850,0
P07550,Anna Nagar,1806,2,1,5,Yes,Commercial,AllPub,No Access,RH,3.9,3.1,3.9,3.7,730011,197300,19730040,1
P03845,Adyar,1225,2,2,4,No,Others,AllPub,Paved,A,4.7,2.5,4.6,4.21,251805,33574,8393515,0
P01783,Adyar,1252,2,2,4,Yes,House,NoSeWa,Paved,RH,2.9,5,3.2,3.47,321922,123088,9468300,1
P09881,Velachery,1913,3,2,5,Yes,Commercial,AllPub,No Access,RL,2.9,2.4,3.5,2.86,583629,268154,15773770,1
P07640,Velachery,1729,2,1,4,Yes,Others,AllPub,Gravel,RH,3.5,4.5,2.1,3.53,379338,100413,11157010,1
P02679,T Nagar,1717,1,1,4,Yes,Others,AllPub,Paved,RH,2.9,4.5,3,3.345,366245,183123,14086360,1
P06040,Karapakkam,1091,1,1,3,Yes,House,ELO,Paved,I,2.7,4.8,2.4,3.21,315347,67095,6709500,1
P03458,KK Nagar,1629,2,1,4,Yes,Commercial,AllPub,Paved,RM,4.6,2.5,2.4,3.09,574707,124261,15532620,1
P04485,KK Nagar,1724,2,1,4,Yes,Commercial,NoSewr ,Paved,RH,4.5,4.7,4,4.36,503359,133242,14804680,1
P01674,Chrompet,1198,1,1,3,No,House,AllPub,Gravel,RH,4.6,3,2.2,3.24,304354,27669,9222850,0
P03182,Karapakkam,1329,1,1,3,No,Others,ELO,No Access,A,3.3,4.3,2.1,3.12,180122,107216,4288625,0
P02012,Anna Nagar,1634,1,1,4,Yes,Commercial,AllPub,Gravel,RM,3.8,2.5,3.3,3.275,661033,351174,20657270,1
P05005,Karapakkam,979,1,1,3,Yes,House,NoSewr ,Paved,RM,4.6,3.1,2,3.11,337636,157040,7852000,1
P01542,Velachery,1749,2,1,4,No,Commercial,ELO,Paved,C,3,4,3.3,3.54,398407,261455,12450220,0
P02172,Karapakkam,1446,2,2,4,No,Commercial,AllPub,Paved,RL,3.4,2,5,3.62,338535,157983,11284500,0
P06886,Chrompet,1034,1,1,3,No,House,AllPub,Paved,RM,2.2,4.9,2.4,3.34,282835,45619,9123700,0
P09551,T Nagar,1722,1,1,4,No,House,NoSewr ,Gravel,RH,3.1,3.3,3.5,3.33,324836,180465,12030980,0
P04119,Anna Nagar,1978,2,1,5,No,Others,NoSewr ,No Access,RH,4.9,3.4,4.4,4.325,414278,106910,13363810,0
P06793,Velachery,1529,2,1,4,Yes,Commercial,NoSeWa,No Access,A,2.7,3.7,3,3.24,421730,177571,11098160,1
P08018,Chrompet,1074,1,1,3,Yes,Commercial,AllPub,Paved,RH,4.5,4.8,3.2,4.23,421643,65882,13176350,1
P08031,KK Nagar,2341,4,2,6,No,Commercial,NoSeWa,Gravel,RL,3.2,4.8,4.9,4.36,847638,313258,18426920,0
P03138,Chrompet,1229,2,1,4,No,Commercial,AllPub,Paved,RH,4.4,4.5,4,4.32,349999,94231,13461500,0
P09395,Chrompet,1215,2,1,4,Yes,Others,NoSeWa,Gravel,RH,3,4.1,4.7,3.95,268551,64452,10742050,1
P07445,Anna Nagar,1648,1,1,4,No,Others,NoSewr ,Gravel,RL,4.6,4,4.7,4.49,485530,202304,13486940,0
P01043,T Nagar,1795,1,1,4,No,Others,AllPub,Paved,RM,3.1,2.8,4.4,3.61,359336,221130,13820610,0
P05712,Velachery,1889,3,2,5,No,Commercial,NoSewr ,No Access,RL,4.8,4.5,4.6,4.61,445114,311580,14837130,0
P01582,KK Nagar,1527,2,1,4,Yes,House,NoSeWa,Paved,RM,2.5,2.3,3.6,2.88,339897,175099,10299920,1
P00253,Chrompet,951,1,1,3,No,Commercial,NoSeWa,No Access,RH,4,4.7,2.2,3.74,310964,30093,10031100,0
P01122,T Nagar,1993,2,1,5,Yes,House,NoSeWa,Paved,RH,3.4,2.7,3.6,3.315,499629,216056,13503490,1
P07089,KK Nagar,2329,4,2,6,Yes,Commercial,AllPub,Gravel,RM,2.1,3.6,4.7,3.59,818342,359272,19959560,1
P06512,Adyar,1094,1,1,3,Yes,Others,ELO,No Access,C,4.2,4.7,3.4,3.9,246928,61732,7716505,1
P00651,T Nagar,1796,1,1,4,Yes,House,NoSewr ,No Access,RM,2.4,4.9,2.1,2.89,477032,116035,12892760,1
P00530,Chrompet,946,1,1,3,No,House,AllPub,Paved,RL,2.1,5,3.5,3.68,234377,70313,7812550,0
P01671,Velachery,1697,2,1,4,No,Others,AllPub,Gravel,RH,2.9,3.9,2.2,3.14,316343,143792,9586150,0
P04229,Anna Nagar,1813,2,1,5,No,Others,NoSeWa,Paved,RH,3.7,2.7,4.9,3.93,378073,73175,12195890,0
